0,2,0
1,4,8
2,6,16
3,8,32
4,10,40
5,12,48
6,14,56
7,16,64
8,18,72
9,20,80
10,22,88
11,24,96
12,26,104
13,28,112
14,30,120
15,32,128
16,34,136
17,36,144
18,38,152
19,40,160
20,42,168
21,44,176
22,46,184
23,48,192
24,50,200
25,52,208
26,54,216
27,56,224
28,58,232
29,60,240
30,62,248
31,64,256
32,66,
